seed,orig_beta1,orig_Lspec1,orig_C81,orig_Mcen1,rad_beta1,rad_Lspec1,rad_C81,rad_Mcen1,lmatch_beta1,lmatch_Lspec1,lmatch_C81,lmatch_Mcen1,sham_beta1,sham_Lspec1,sham_C81,sham_Mcen1
2086,0.5017071019477166,1.333677709778235,22.769515991210938,0.0322265625,0.6631031082440089,0.9810556945859501,23.187362670898438,0.052734375,0.5575639064307027,1.0106346520594534,20.7333984375,0.0458984375,0.49138970503946533,1.3462342500360927,25.370956420898438,0.0322265625
2087,0.5042999052932406,1.2912621874378525,23.570297241210938,0.02734375,0.6453182619278564,0.9279963972048182,36.195068359375,0.0341796875,0.6010129619521248,0.9611194129768289,23.499618530273438,0.046875,0.5011857511498301,1.2839612478195932,25.304672241210938,0.0234375
2085,0.5686801754332738,1.3081950085695357,19.122554779052734,0.0107421875,0.6843351931218988,0.9405372325927475,23.078964233398438,0.03515625,0.6454039033283179,0.9845080673090475,13.82171630859375,0.0205078125,0.5645034375026353,1.2950184434933352,21.0234375,0.0224609375
2088,0.5531868323613018,1.2615541514635744,26.91598129272461,0.0166015625,0.6604607346863474,0.9450677548053557,26.77926254272461,0.04296875,0.5871957619377207,0.9819645113280304,20.048641204833984,0.04296875,0.5453705607256264,1.258736964477037,26.15420150756836,0.0224609375
2089,0.5073542660933357,1.3364902141652706,27.42572021484375,0.017578125,0.6614295858724681,0.9997093140528961,34.02920150756836,0.0751953125,0.5817383282326132,1.0319775138685294,33.306636810302734,0.0341796875,0.49323723880169235,1.3467294648914507,31.574203491210938,0.0126953125
2093,0.4434994138126477,1.234648126103002,27.28188705444336,0.078125,0.6145861715292653,0.8972334210308051,25.427490234375,0.0927734375,0.4956724183416584,0.932118421330697,26.97774887084961,0.0634765625,0.4330174696517757,1.2319572965385797,28.727645874023438,0.06640625
2091,0.512114957248062,1.1762359425158682,41.36155700683594,0.04296875,0.6433470244850139,0.8772162929358189,48.15374755859375,0.03515625,0.5691423393154934,0.9051313164941965,42.28945541381836,0.044921875,0.5180033997073301,1.1686538388876573,33.988887786865234,0.03515625
2090,0.6142853983487073,1.404910700621575,13.351924896240234,0.01953125,0.723883825847581,1.0395585950621804,15.691829681396484,0.048828125,0.7086797251800154,1.0809345248491338,11.95644760131836,0.0234375,0.5986211916210276,1.4033853214726588,15.900985717773438,0.013671875
2092,0.4713263341376668,1.2195673512426009,35.548824310302734,0.021484375,0.6454011620181014,0.9043374531445298,37.09560775756836,0.025390625,0.5641823751180094,0.9330008277593134,34.109130859375,0.021484375,0.4941071176934655,1.2221869669957748,35.58779525756836,0.01953125
2095,0.5412965348985052,1.2335869086840985,29.802490234375,0.033203125,0.6498242216967807,0.9144108421132102,40.443050384521484,0.05078125,0.6378858105926031,0.9375755506591004,30.116683959960938,0.03515625,0.5500619690110262,1.2203095870780551,34.18565368652344,0.041015625
2094,0.577033105704089,1.2482140687979397,27.66351318359375,0.03515625,0.7096716685170943,0.9253740507225927,34.83587646484375,0.03125,0.622595920900847,0.958819760508544,26.635482788085938,0.0341796875,0.5673275612693607,1.2465482803392152,22.269149780273438,0.0234375
2096,0.5461002206583028,1.309818813078201,30.74603271484375,0.0146484375,0.6741118505876207,0.962009344974034,30.92373275756836,0.03125,0.6220844654909934,0.9901541138416904,21.341609954833984,0.0439453125,0.5487207226392481,1.2974177396966682,29.183578491210938,0.0146484375
2097,0.5107897346700531,1.2212843703080951,25.96212387084961,0.0283203125,0.6841219971481665,0.9057406422633926,24.75521469116211,0.044921875,0.5550823608121351,0.9385394637779536,21.377059936523438,0.037109375,0.5004294414722916,1.2207037704819315,25.49609375,0.0263671875
2098,0.5827549349315658,1.2540657926097871,20.318115234375,0.044921875,0.7217779530378362,0.9054979679341866,19.025630950927734,0.076171875,0.6464094345781586,0.9450468697240183,16.356563568115234,0.0380859375,0.5724200973207382,1.2813555940263643,21.28042221069336,0.0322265625
